feature,mean,scale
Coef_452,0.00033022516556291387,0.0011863236588185598
Coef_453,-0.00031140728476821187,0.0015917965473094865
Coef_454,-0.0002282814569536424,0.0012351011126747185
Coef_455,-0.00056965231788079463,0.0011463853478966446
Coef_456,0.00070189403973509943,0.0017801820583743259
Coef_457,0.00075519867549668875,0.00117947830548545
Coef_458,-0.0012077516556291391,0.0013020097561894422
Coef_459,0.00068488741721854304,0.0016508712371441185
Coef_460,6.36158940397351e-05,0.0013591800769587833
Coef_461,-0.0001445695364238411,0.0013613579630070965
Coef_462,-0.001127003311258278,0.0016131245512575371
Coef_463,-5.626821192052978e-05,0.0012920041022565665
Coef_464,-9.6870860927152322e-05,0.0013419173516604286
Coef_465,-0.00029737417218543045,0.001641653185416222
Coef_466,0.00026030132450331127,0.0014434478402359017
Coef_467,0.001192430463576159,0.0013554992384955577
Coef_468,-0.00037264569536423842,0.0016388510644821629
Coef_469,1.145695364238422e-06,0.0014549258709745797
Coef_470,-0.00037125827814569535,0.0012893416435102647
Coef_471,-0.00067431456953642374,0.0016223004608123511
Coef_472,-0.00040956622516556294,0.0014494095876938981
Coef_473,0.00060128476821192051,0.0014574307038948404
Coef_474,-0.00040893377483443711,0.0019186062482988997
Coef_475,0.00069648344370860926,0.0016620547657727398
Coef_476,0.00034964900662251655,0.001448165135925323
Coef_477,0.00061508609271523169,0.0016954007416263713
Coef_478,0.0012353145695364238,0.0017524543915387613
Coef_479,-0.0016681920529801324,0.0017144279999723416
Coef_480,-0.00038936754966887422,0.0018150472547822745
Coef_481,0.00012308609271523179,0.0017530886327215313
Coef_482,-0.00035690728476821189,0.0016887531916764105
Coef_483,-0.00034011258278145693,0.0018186918704869851
Coef_484,0.0010511258278145695,0.0019885925946121212
Coef_485,-0.00089904966887417216,0.001610884759830303
Coef_486,0.0011109867549668874,0.0017936704976469911
Coef_487,-0.00091749668874172182,0.0018539942986051921
Coef_488,-0.000471341059602649,0.0016412532966237562
Coef_489,0.00072041059602649009,0.0019653253316500741
Coef_490,-0.0012619403973509935,0.0019962327291752095
Coef_491,-1.6771523178807971e-05,0.0022803104262032661
Coef_492,8.303973509933774e-05,0.0018821710459209708
Coef_493,-0.00034899337748344372,0.0020162802253099665
Coef_494,0.0017473940397350993,0.0018237979622163041
Coef_495,-0.0015145960264900664,0.0017077118445716103
Coef_496,-0.0025031754966887421,0.0025361320105943179
Coef_497,0.0024457615894039734,0.0024874518630467924
Coef_498,-0.00090819867549668868,0.0018732746552596021
Coef_499,0.00034419205298013254,0.0030257642682179095
Coef_500,0.00078468543046357616,0.0027934461953077099
Coef_501,0.00080450993377483449,0.0020635799757039914
Coef_502,0.0035931158940397351,0.0035119793653618629
Coef_503,-0.0019088609271523179,0.0036444105211795104
Coef_504,-0.00015401986754966888,0.0020247388580540179
Coef_505,-0.00057036423841059602,0.0038718528060992441
Coef_506,-0.0025206953642384106,0.0036678970218404707
Coef_507,0.00070718874172185438,0.0017424085543685864
